test_name,total_score,average_score,valid_responses,max_possible,score_difference
bite_baseline,6.0,1.2,5.0,25.0,
irq_baseline,22.0,1.0476190476190477,21.0,63.0,
cirq_baseline,12.0,0.6,20.0,60.0,
bite_irritated,22.0,4.4,5.0,25.0,
irq_irritated,20.0,0.9523809523809523,21.0,63.0,
cirq_irritated,6.0,0.3,20.0,60.0,
bite_difference,,,,,3.2
irq_difference,,,,,-0.09523809523809534
cirq_difference,,,,,-0.3
