test_name,total_score,average_score,valid_responses,max_possible,score_difference
bite_baseline,3.0,0.6,5.0,25.0,
irq_baseline,12.0,0.5714285714285714,21.0,63.0,
cirq_baseline,12.0,0.6,20.0,60.0,
bite_irritated,,,0.0,25.0,
irq_irritated,39.0,1.8571428571428572,21.0,63.0,
cirq_irritated,55.0,2.75,20.0,60.0,
irq_difference,,,,,1.2857142857142858
cirq_difference,,,,,2.15
