test_name,total_score,average_score,valid_responses,max_possible,score_difference
bite_baseline,10.0,2.0,5.0,25.0,
irq_baseline,34.0,1.619047619047619,21.0,63.0,
cirq_baseline,34.0,1.7,20.0,60.0,
bite_irritated,11.0,2.2,5.0,25.0,
irq_irritated,0.0,0.0,21.0,63.0,
cirq_irritated,0.0,0.0,20.0,60.0,
bite_difference,,,,,0.20000000000000018
irq_difference,,,,,-1.619047619047619
cirq_difference,,,,,-1.7
