test_name,total_score,average_score,valid_responses,max_possible,score_difference
bite_baseline,9.0,1.8,5.0,25.0,
irq_baseline,16.0,0.7619047619047619,21.0,63.0,
cirq_baseline,19.0,0.95,20.0,60.0,
bite_irritated,,,0.0,25.0,
irq_irritated,2.0,0.09523809523809523,21.0,63.0,
cirq_irritated,0.0,0.0,20.0,60.0,
irq_difference,,,,,-0.6666666666666666
cirq_difference,,,,,-0.95
